source,pui,pmid,doi,title,year,journal,authors,pubtype,issn,volume,issue,pages
embase,72307902,,10.1111/jth.13325,Thrombocytopenia and altered coagulation as independent predictors of the etiology of acute undifferentiated febrile illness (AUFI) in adults presenting to emergency in a tertiary care hospital in North India,2016,Journal of Thrombosis and Haemostasis,"Bhalla, A.; Suri, V.; Gopi, S.; Biswal, M.; Ratho, R.; Singh, P.M.; Malhotra, P.",Conference Abstract,15387836,14,,
embase,608647181,26599483,10.1016/j.bios.2015.11.030,Detection of dengue NS1 antigen using long-range surface plasmon waveguides,2016,Biosensors and Bioelectronics,"Wong, W.R.; Sekaran, S.D.; Mahamd Adikan, F.R.; Berini, P.",Article,18734235,78,,
embase,609610786,,10.1016/j.apjtm.2016.03.010,"Dengue outbreak in Swat and Mansehra, Pakistan 2013: An epidemiological and diagnostic perspective",2016,Asian Pacific Journal of Tropical Medicine,"Suleman, M.; Faryal, R.; Aamir, U.B.; Alam, M.M.; Nisar, N.; Sharif, S.; Shaukat, S.; Khurshid, A.; Angez, M.; Umair, M.; Mujtaba, G.; Sufian, M.M.; Arshad, Y.; Rehman, L.; Zaidi, S.S.Z.",Article,19957645,9,4,
embase,609700097,,10.7860/JCDR/2016/15758.7562,Evaluation of NS1 antigen detection for early diagnosis of dengue in a tertiary hospital in Southern India,2016,Journal of Clinical and Diagnostic Research,"Anand, A.M.; Sistla, S.; Dhodapkar, R.; Hamide, A.; Biswal, N.; Srinivasan, B.",Article,0973709X,10,4,
embase,72245346,,10.1016/j.ijid.2016.02.393,Concurrent dengue and malaria coinfection: Observations from a central Mumbai hospital,2016,International Journal of Infectious Diseases,"Barua, A.; Yeolekar, M.E.",Conference Abstract,12019712,45,,
embase,72245429,,10.1016/j.ijid.2016.02.476,Combination of NS1 antigen ans anti-NS1 lgA assays in the diagnosis of dengue infection in Asia,2016,International Journal of Infectious Diseases,"Valverde, V.; Delaroche, C.; Smal, E.; Chhoeung, R.; Duong, V.; Buchy, P.",Conference Abstract,12019712,45,,
embase,605682492,26252251,10.1002/jmv.24343,Serum levels of IFN-β are associated with days of evolution but not with severity of dengue,2016,Journal of Medical Virology,"Pech Torres, R.E.; Cedillo Rivera, R.M.; Loroño Pino, M.A.; Sánchez Burgos, G.G.",Article,10969071,88,3,
embase,607439006,26739653,10.1016/j.actatropica.2015.12.012,Seroprevalence of antibodies against dengue virus among pregnant women in the Democratic Republic of Sao Tome and Principe,2016,Acta Tropica,"Yen, T.-Y.; Trovoada dos Santos, M.J.; Tseng, L.-F.; Chang, S.-F.; Cheng, C.-F.; Carvalho, A.V.A.; Shu, P.-Y.; Lien, J.-C.; Tsai, K.-H.",Article,18736254,155,,
embase,609171734,27004576,,Comparative evaluation of validity and cost-benefit analysis of rapid diagnostic test (RDT) kits in diagnosis of dengue infection using composite reference criteria: A cross-sectional study from south India,2016,Journal of Vector Borne Diseases,"Mitra, S.; Choudhari, R.; Nori, H.; Abhilash, K.P.P.; Jayaseelan, V.; Abraham, A.M.; Cherian, A.O.; Prakash, J.A.J.; Muliyil, J.",Article,09729062,53,1,
embase,608697926,26927901,10.1371/journal.pntd.0004477,"Laboratory-Enhanced Dengue Sentinel Surveillance in Colombo District, Sri Lanka: 2012-2014",2016,PLoS Neglected Tropical Diseases,"Tissera, H.; Amarasinghe, A.; Gunasena, S.; DeSilva, A.D.; Yee, L.W.; Sessions, O.; Muthukuda, C.; Palihawadana, P.; Lohr, W.; Byass, P.; Gubler, D.J.; Wilder-Smith, A.",Article,19352735,10,2,e0004477
embase,608551125,26941578,10.7150/ijms.13680,Macrophage activation syndrome-associated markers in severe dengue,2016,International Journal of Medical Sciences,"Ab-Rahman, H.A.; Rahim, H.; Abubakar, S.; Wong, P.-F.",Article,14491907,13,3,
embase,607873463,26812472,10.3201/eid2202.150495,"Accuracy of dengue reporting by national surveillance system, Brazil",2016,Emerging Infectious Diseases,"Silva, M.M.O.; Rodrigues, M.S.; Paploski, I.A.D.; Kikuti, M.; Kasper, A.M.; Cruz, J.S.; Queiroz, T.L.; Tavares, A.S.; Santana, P.M.; Araújo, J.M.G.; Ko, A.I.; Reis, M.G.; Ribeiro, G.S.",Letter,10806059,22,2,
embase,608823164,26895240,10.1371/journal.ppat.1005451,Dengue Virus Nonstructural Protein 5 (NS5) Assembles into a Dimer with a Unique Methyltransferase and Polymerase Interface,2016,PLoS Pathogens,"Klema, V.J.; Ye, M.; Hindupur, A.; Teramoto, T.; Gottipati, K.; Padmanabhan, R.; Choi, K.H.",Article,15537374,12,2,e1005451
embase,607946635,26822788,10.1186/s12879-016-1368-7,Accuracy of clinical criteria and an immunochromatographic strip test for dengue diagnosis in a DENV-4 epidemic,2016,BMC Infectious Diseases,"Buonora, S.N.; Passos, S.R.L.; do Carmo, C.N.; Quintela, F.M.; de Oliveira, D.N.R.; Santos, F.B.; Hökerberg, Y.H.M.; Nogueira, R.M.R.; Daumas, R.P.",Article,14712334,16,1,37
embase,605233823,26118588,10.1002/jmv.24314,"Clinical evaluation of dengue RNA, NS1, and IgM for diagnosis of dengue in Southern China",2016,Journal of Medical Virology,"Chen, X.; Chen, R.; Gu, W.; He, J.; Cai, W.; Li, J.; Duan, C.; Yan, H.",Article,10969071,88,1,
embase,608455291,,,Concurrent infection of typhoid and dengue: A Vice-versa study at Lakhimpur,2016,International Journal of Current Pharmaceutical Review and Research,"Mridul, M.; Manjit, C.; Sibarani, T.",Article,0976822X,7,1,
embase,609614262,,10.13040/IJPSR.0975-8232.7(4).1780-84,Evaluation of NS1 antigen-capture ELISA and IgM antibody capture ELISA in acute cases of dengue in rural population in a tertiary care teaching hospital in Western Uttar Pradesh India,2016,International Journal of Pharmaceutical Sciences and Research,"Verma, R.K.; Singh, D.P.; Kumari, S.; Siddique, M.E.",Article,09758232,7,4,
embase,611301176,,,A rare manifestation of congenital dengue infection,2016,Hong Kong Journal of Paediatrics,"Kumar, D.; Sanjeev, R.K.",Article,10139923,21,3,
embase,613244005,,10.1186/s40557-016-0104-5,"Laboratory-acquired dengue virus infection by needlestick injury: A case report, South Korea, 2014",2016,Annals of Occupational and Environmental Medicine,"Lee, C.; Jang, E.J.; Kwon, D.; Choi, H.; Park, J.W.; Bae, G.-R.",Article,20524374,28,1,16
embase,607523014,26719940,10.3855/jidc.6422,Protein-protein interactions between A. aegypti midgut and dengue virus 2: Two-hybrid screens using the midgut cDNA library,2015,Journal of Infection in Developing Countries,"Tham, H.-W.; Balasubramaniam, V.R.M.T.; Chew, M.-F.; Ahmad, H.; Hassan, S.S.",Article,19722680,9,12,
embase,607461903,,10.1371/journal.pntd.0004255,Cissampelos pareira Linn: Natural Source of Potent Antiviral Activity against All Four Dengue Virus Serotypes,2015,PLoS Neglected Tropical Diseases,"Sood, R.; Raut, R.; Tyagi, P.; Pareek, P.K.; Barman, T.K.; Singhal, S.; Shirumalla, R.K.; Kanoje, V.; Subbarayan, R.; Rajerethinam, R.; Sharma, N.; Kanaujia, A.; Shukla, G.; Gupta, Y.K.; Katiyar, C.K.; Bhatnagar, P.K.; Upadhyay, D.J.; Swaminathan, S.; Khanna, N.",Article,19352735,9,12,e0004255
embase,607020234,26610481,10.3390/ijms161126069,Establishment and comparison of two different diagnostic platforms for detection of DENV1 NS1 protein,2015,International Journal of Molecular Sciences,"Tang, Y.-L.; Chiu, C.-Y.; Lin, C.-Y.; Huang, C.-H.; Chen, Y.-H.; Destura, R.V.; Chao, D.-Y.; Wu, H.-C.",Article,14220067,16,11,
embase,606754920,,10.7860/JCDR/2015/14285.6710,"Association of mean platelet volume with severity, serology & treatment outcome in dengue fever: Prognostic utility",2015,Journal of Clinical and Diagnostic Research,"Sharma, K.; Yadav, A.",Article,0973709X,9,11,
embase,607636453,26669014,,"Status of circulating immune complexes, IL8 titers and cryoglobulins in patients with dengue infection",2015,Indian journal of experimental biology,"Patra, G.; Ghosh, M.; Modak, D.; Bandopadhyay, B.; Saha, B.; Mukhopadhyay, S.",Article,00195189,53,11,
embase,607690588,27049702,10.1590/S0036-46652015000600005,"Dengue outbreak in Mato Grosso state, midwestern Brazil",2015,Revista do Instituto de Medicina Tropical de Sao Paulo,"Heinen, L.B.S.; Zuchi, N.; Cardoso, B.F.; Dos Santos, M.A.M.; Nogueira, M.L.; Dezengrini-Slhessarenko, R.",Article,16789946,57,6,
embase,610687644,26499030,,The Dilemma of Reactive NS1 Antigen test in Dengue Fever,2015,Indian pediatrics,"Pothapregada, S.",Letter,09747559,52,10,
embase,613369065,,,NS1 capture ELISA with a serum heat denaturation step to improve test sensitivity in persons with secondary dengue virus infection,2015,American Journal of Tropical Medicine and Hygiene,"Gelanew, T.; Caraballo, E.; Poole-Smith, B.K.; Hunsperger, E.",Conference Abstract,00029637,93,4,
embase,613369614,,,"Dengue vaccine initiative: Passive fever surveillance and serological survey for dengue in Ouagadougou, Burkina Faso",2015,American Journal of Tropical Medicine and Hygiene,"Carabali, M.; Lim, J.K.; Barro, A.; Ouoba, A.; Munoz, M.; Campaore, B.; Lee, K.S.; Lee, J.S.; Bonnet, E.; Ridde, V.; Seydou, Y.",Conference Abstract,00029637,93,4,
embase,613369698,,,"Dengue vaccine initiative project: The seroprevalence survey and the passive surveillance for dengue in bang phae, Ratchaburi, Thailand",2015,American Journal of Tropical Medicine and Hygiene,"Limkittikul, K.; Lim, J.K.; Sirivichayakul, C.; Lee, K.S.; Lee, J.S.; Lim, S.-K.; Suvannadabba, S.; Chanthavanich, P.",Conference Abstract,00029637,93,4,
embase,613370609,,,"Dengue vaccine initiative project: Burden of dengue fever in children and adults of Piedecuesta-Santander, Colombia",2015,American Journal of Tropical Medicine and Hygiene,"Carabali, M.; Lim, J.K.; Palencia, D.; Lee, K.S.; Lee, J.S.; Lozano, A.; Herrera, V.M.; Rojas, E.; Villar, L.A.",Conference Abstract,00029637,93,4,
embase,606211305,26406240,10.1371/journal.pntd.0004100,Value of Routine Dengue Diagnostic Tests in Urine and Saliva Specimens,2015,PLoS Neglected Tropical Diseases,"Andries, A.-C.; Duong, V.; Ly, S.; Cappelle, J.; Kim, K.S.; Lorn Try, P.; Ros, S.; Ong, S.; Huy, R.; Horwood, P.; Flamand, M.; Sakuntabhai, A.; Tarantola, A.; Buchy, P.",Article,19352735,9,9,e0004100
embase,604957392,26086983,10.1016/j.jviromet.2015.06.006,Development and characterization of polyclonal peptide antibodies for the detection of Yellow fever virus proteins,2015,Journal of Virological Methods,"Stock, N.K.; Escadafal, C.; Achazi, K.; Cissé, M.; Niedrig, M.",Article,18790984,222,,
embase,605285738,26070890,10.1016/j.jviromet.2015.06.003,Development and characterization of mouse monoclonal antibodies against monomeric dengue virus non-structural glycoprotein 1 (NS1),2015,Journal of Virological Methods,"Gelanew, T.; Poole-Smith, B.K.; Hunsperger, E.",Article,18790984,222,,
embase,606211389,26327586,10.1371/journal.pntd.0004044,Analysis of Dengue Virus Genetic Diversity during Human and Mosquito Infection Reveals Genetic Constraints,2015,PLoS Neglected Tropical Diseases,"Sessions, O.M.; Wilm, A.; Kamaraj, U.S.; Choy, M.M.; Chow, A.; Chong, Y.; Ong, X.M.; Nagarajan, N.; Cook, A.R.; Ooi, E.E.",Article,19352735,9,9,e0004044
embase,72054527,,10.1111/tmi.12575,Enhanced dengue sentinel surveillance in Sri Lanka,2015,Tropical Medicine and International Health,"Tissera, H.; Gunasena, S.; Da Silva, D.; Sessions, O.; Palihawadana, P.; Amarasinghe, A.; Muthukuda, C.; Botheju, C.; Leong, W.-Y.; Lohr, W.; Byass, P.; Wilder-Smith, A.; Gubler, D.",Conference Abstract,13602276,20,,
embase,72055180,,10.1111/tmi.12574,Laboratory-acquired Dengue virus infection by needle stick injury - South Korea 2014,2015,Tropical Medicine and International Health,"Lee, C.",Conference Abstract,13602276,20,,
embase,72055241,,10.1111/tmi.12574,"Assessment of severity among adult dengue patients in Colombo district, Sri Lanka",2015,Tropical Medicine and International Health,"Tissera, H.; Weeraman, J.; Amarasinghe, A.; Muthukuda, T.; Janaka, H.; Botheju, C.; Palihawadana, P.; Gubler, D.; Wilder-Smith, A.",Conference Abstract,13602276,20,,
embase,605664164,26293345,10.1186/s12879-015-1088-4,Evaluation of the diagnostic accuracy of nonstructural protein 1 Ag-based tests for dengue virus in Asian population: A meta-analysis,2015,BMC Infectious Diseases,"Shan, X.; Wang, X.; Yuan, Q.; Zheng, Y.; Zhang, H.; Wu, Y.; Yang, J.",Article,14712334,15,1,360
embase,603788428,25869657,10.1016/j.jviromet.2015.04.004,Production and characterization of monospecific and bispecific antibodies against dengue virus NS1 protein,2015,Journal of Virological Methods,"Ganguly, A.; Malabadi, R.B.; Bhatnagar, P.K.; Tang, X.; Das, D.; Loebenberg, R.; Suresh, M.R.; Sunwoo, H.H.",Article,18790984,220,,
embase,605231739,26193930,10.1186/s12879-015-1022-9,Immunoglobulin G (IgG) to IgM ratio in secondary adult dengue infection using samples from early days of symptoms onset,2015,BMC Infectious Diseases,"Cucunawangsih,; Lugito, N.P.H.; Kurniawan, A.",Article,14712334,15,1,276
embase,605183096,26173484,10.1186/s12929-015-0164-9,"The performance of the SD BIOLINE Dengue DUO® rapid immunochromatographic test kit for the detection of NS1 antigen, IgM and IgG antibodies during a dengue type 1 epidemic in Jamaica",2015,Journal of Biomedical Science,"Vickers, I.E.; Harvey, K.M.; Brown, M.G.; Nelson, K.; DuCasse, M.B.; Lindo, J.F.",Article,14230127,22,1,55
embase,605121141,26119545,,Comparison of E and NS1 antigens capture ELISA to detect dengue viral antigens from mosquitoes,2015,Journal of Vector Borne Diseases,"Chao, D.-Y.; Liu, Y.-J.; Shen, W.-F.; Tu, W.-C.; Galula, J.U.; Wu, H.-C.",Article,09729062,52,2,
embase,611484854,26867379,,EVALUATION OF A COMMERCIAL RAPID TEST KIT FOR DETECTION OF ACUTE DENGUE INFECTION,2015,The Southeast Asian journal of tropical medicine and public health,"Krishnananthasivam, S.; Fernando, A.N.; Tippalagama, R.; Tennekoon, R.; De Man, J.; Seneviratne, D.; Premawansa, S.; Premawansa, G.; De Silva, A.D.",Article,01251562,46,4,
embase,71911626,,10.1515/cclm-2015-5033,"Novel anti-dengue NS1 synthetic FAB fragments, tools for dengue diagnostic tests",2015,Clinical Chemistry and Laboratory Medicine,"Perez, S.; Batra, G.; Lamminmäki, U.",Conference Abstract,14346621,53,,
embase,71962927,,,Dengue virus non-structural protein 1 induces vascular leakage through macrophage migration inhibitory factor secretion and glycocalyx degradation,2015,Haematologica,"Chen, C.; Chuang, Y.-C.; Yeh, T.-M.",Conference Abstract,03906078,100,,
embase,607542605,26591143,,Catching Dengue Early: Clinical Features and Laboratory Markers of Dengue Virus Infection,2015,The Journal of the Association of Physicians of India,"Babaliche, P.; Doshi, D.",Article,00045772,63,5,
embase,NCT02435615,,,Diagnosing Dengue: Evaluating the Utility of Oral Fluid for Dengue Diagnosis,2015,clinicaltrials.gov,,Clinical Trial,,,,
embase,602490775,,10.1016/j.trac.2015.01.005,An introduction to dengue-disease diagnostics,2015,TrAC - Trends in Analytical Chemistry,"Darwish, N.T.; Alias, Y.B.; Khor, S.M.",Review,18793142,67,,
embase,646424848,,10.1016/j.ijt.2015.09.011,Severe dengue in a living related donor renal allograft recipient,2015,Indian Journal of Transplantation,"Chaitanya, V.; Lakshmi, B.S.; Kumar, A.C.V.; Reddy, M.H.K.; Sandeep, P.; Ram, R.; Kumar, V.S.",Conference Abstract,22120025,9,2,
embase,615317051,25597820,10.1038/srep07865,Electrical detection of dengue biomarker using egg yolk immunoglobulin as the biological recognition element,2015,Scientific reports,"Figueiredo, A.; Vieira, N.C.; dos Santos, J.F.; Janegitz, B.C.; Aoki, S.M.; Junior, P.P.; Lovato, R.L.; Nogueira, M.L.; Zucolotto, V.; Guimarães, F.E.",Article,20452322,5,,
embase,600311273,25455901,10.1016/j.jviromet.2014.10.005,"Rapid detection and differentiation of dengue virus serotypes by NS1 specific reverse transcription loop-mediated isothermal amplification (RT-LAMP) assay in patients presenting to a tertiary care hospital in Hyderabad, India",2015,Journal of Virological Methods,"Neeraja, M.; Lakshmi, V.; Lavanya, V.; Priyanka, E.N.; Parida, M.M.; Dash, P.K.; Sharma, S.; Rao, P.V.L.; Reddy, G.",Article,18790984,211,,
embase,601779096,25502522,10.1128/JCM.02735-14,Nonstructural protein 1-specific immunoglobulin M and G antibody capture enzyme-linked immunosorbent assays in diagnosis of flaviviral infections in humans,2015,Journal of Clinical Microbiology,"Chao, D.-Y.; Galul, J.U.; Shen, W.-F.; Davis, B.S.; Chang, G.-J.J.",Article,1098660X,53,2,
embase,601974007,25614455,10.1016/j.antiviral.2015.01.002,Characterization of the activity of 2′-C-methylcytidine against dengue virus replication,2015,Antiviral Research,"Lee, J.-C.; Tseng, C.-K.; Wu, Y.-H.; Kaushik-Basu, N.; Lin, C.-K.; Chen, W.-C.; Wu, H.-N.",Article,18729096,116,,
embase,603213042,25588659,10.1128/JCM.03042-14,Multicountry prospective clinical evaluation of two enzyme-linked immunosorbent assays and two rapid diagnostic tests for diagnosing dengue fever,2015,Journal of Clinical Microbiology,"Pal, S.; Dauner, A.L.; Valks, A.; Forshey, B.M.; Long, K.C.; Thaisomboonsuk, B.; Sierra, G.; Picos, V.; Talmage, S.; Morrison, A.C.; Halsey, E.S.; Comach, G.; Yasuda, C.; Loeffelholz, M.; Jarman, R.G.; Fernandez, S.; An, U.S.; Kochel, T.J.; Jasper, L.E.; Wu, S.-J.L.",Article,1098660X,53,4,
embase,603503497,25815877,10.4103/0972-9062.154182,Rapid diagnosis of dengue infection in acute phase,2015,Journal of Vector Borne Diseases,"Wiwanitkit, S.; Wiwanitkit, V.",Letter,09729062,52,1,
embase,603612695,25775415,10.1371/journal.ppat.1004682,A Crystal Structure of the Dengue Virus NS5 Protein Reveals a Novel Inter-domain Interface Essential for Protein Flexibility and Virus Replication,2015,PLoS Pathogens,"Zhao, Y.; Soh, T.S.; Zheng, J.; Chan, K.W.K.; Phoo, W.W.; Lee, C.C.; Tay, M.Y.F.; Swaminathan, K.; Cornvik, T.C.; Lim, S.P.; Shi, P.-Y.; Lescar, J.; Vasudevan, S.G.; Luo, D.",Article,15537374,11,3,e1004682
embase,605567890,26226614,10.1371/journal.ppat.1005053,Activation of TLR2 and TLR6 by Dengue NS1 Protein and Its Implications in the Immunopathogenesis of Dengue Virus Infection,2015,PLoS Pathogens,"Chen, J.; Ng, M.M.-L.; Chu, J.J.H.",Article,15537374,11,7,e1005053
embase,605833650,26295474,10.1371/journal.pntd.0004010,"Epidemiological and molecular characterization of dengue virus circulating in Bhutan, 2013-2014",2015,PLoS Neglected Tropical Diseases,"Zangmo, S.; Klungthong, C.; Chinnawirotpisan, P.; Tantimavanich, S.; Kosoltanapiwat, N.; Thaisomboonsuk, B.; Phuntsho, K.; Wangchuk, S.; Yoon, I.-K.; Fernandez, S.",Article,19352735,9,8,A023
embase,607577469,26720415,10.1371/journal.ppat.1005345,Live Cell Analysis and Mathematical Modeling Identify Determinants of Attenuation of Dengue Virus 2’-O-Methylation Mutant,2015,PLoS Pathogens,"Schmid, B.; Rinas, M.; Ruggieri, A.; Acosta, E.G.; Bartenschlager, M.; Reuter, A.; Fischl, W.; Harder, N.; Bergeest, J.-P.; Flossdorf, M.; Rohr, K.; Höfer, T.; Bartenschlager, R.",Article,15537374,11,12,e1005345
embase,603940771,,10.1371/journal.pntd.0003416,Universal Single-Probe RT-PCR Assay for Diagnosis of Dengue Virus Infections,2014,PLoS Neglected Tropical Diseases,"Alm, E.; Lesko, B.; Lindegren, G.; Ahlm, C.; Söderholm, S.; Falk, K.I.; Lagerqvist, N.",Article,19352735,8,12,e3416
embase,600550183,25412170,10.1371/journal.pone.0113411,Evaluation of dengue ns1 antigen rapid tests and elisa kits using clinical samples,2014,PLoS ONE,"Pal, S.; Dauner, A.L.; Mitra, I.; Forshey, B.M.; Garcia, P.; Morrison, A.C.; Halsey, E.S.; Kochel, T.J.; Wu, S.-J.L.",Article,19326203,9,11,e113411
embase,600354548,25242312,10.1016/j.jcv.2014.08.021,Approach to non-invasive sampling in dengue diagnostics: Exploring virus and NS1 antigen detection in saliva and urine of travelers with dengue,2014,Journal of Clinical Virology,"Korhonen, E.M.; Huhtamo, E.; Virtala, A.M.K.; Kantele, A.; Vapalahti, O.",Article,18735967,61,3,
embase,71692055,,,Virological test algorithm for dengue cases-observations from a phase 2 Latin American dengue vaccine trial,2014,American Journal of Tropical Medicine and Hygiene,"Boaz, M.; Starr-Spires, L.; Garg, S.; Janosczyk, H.; Yost, S.; Hildreth, S.W.; Dayan, G.",Conference Abstract,00029637,91,5,
embase,71692058,,,Multicenter clinical evaluation of two Elisa and two rapid format assays for diagnosing dengue,2014,American Journal of Tropical Medicine and Hygiene,"Pal, S.",Conference Abstract,00029637,91,5,
embase,71692606,,,"Use of a household sero survey to estimate the magnitude of a dengue outbreak in Mombasa, Kenya, 2013",2014,American Journal of Tropical Medicine and Hygiene,"Ellis, E.M.; Neatherlin, J.; Mohamed, A.; Fields, B.; Ondari, D.; Patta, S.; Delorey, M.; Torres- Velasquez, B.; Marano, N.; Waiboci, L.; Ochieng, M.; Gikunju, S.; Margolis, H.; Montgomery, J.; Tomashek, K.M.",Conference Abstract,00029637,91,5,
embase,71692607,,,Development of a NS1AG-elisa for the detection of all dengue 1 to 4 types,2014,American Journal of Tropical Medicine and Hygiene,"Souza, K.; Anez, G.; Teixeira - Carvalho, A.; Gomes, L.E.; Chancey, C.; Grinev, A.; Heisey, D.; Kroon, E.; Rios, M.",Conference Abstract,00029637,91,5,
embase,71692634,,,Evaluation of two parameters for dengue diagnosis in Honduran patients,2014,American Journal of Tropical Medicine and Hygiene,"Parham, L.A.; Sánchez, C.; López, M.J.; Lorenzana, I.",Conference Abstract,00029637,91,5,
embase,601324216,25366086,10.1186/s12879-014-0570-8,Dengue NS1 antigen as a marker of severe clinical disease,2014,BMC Infectious Diseases,"Paranavitane, S.A.; Gomes, L.; Kamaladasa, A.; Adikari, T.N.; Wickramasinghe, N.; Jeewandara, C.; Shyamali, N.L.A.; Ogg, G.S.; Malavige, G.N.",Article,14712334,14,1,570
embase,600125311,25303282,10.1371/journal.pone.0108623,Development of a double antibody sandwich ELISA for West Nile virus detection using monoclonal antibodies against non-structural protein 1,2014,PLoS ONE,"Ding, X.-X.; Li, X.-F.; Deng, Y.-Q.; Guo, Y.-H.; Hao, W.; Che, X.-Y.; Qin, C.-F.; Fu, N.",Article,19326203,9,10,e108623
embase,600079904,25268134,10.1371/journal.pone.0108445,"Characteristics of a dengue outbreak in a remote Pacific Island chain - Republic of the Marshall Islands, 2011-2012",2014,PLoS ONE,"Sharp, T.M.; Mackay, A.J.; Santiago, G.A.; Hunsperger, E.; Milles, E.J.; Perez-Padilla, J.; Tikomaidraubuta, K.S.; Colon, C.; Amador, M.; Chen, T.-H.; Lalita, P.; Muñoz-Jordán, J.L.; Barrera, R.; Langidrik, J.; Tomashek, K.M.",Article,19326203,9,9,e108445
embase,71644542,,,Serological profile among patients with malaria in secondary community hospitals in India - A multicenter cross sectional study,2014,Malaria Journal,"Mørch, K.; Vivek, R.; Xena, D.; Chandy, S.; Manoharan, A.; Haanshuus, C.; Langeland, N.; Blomberg, B.; Mathai, D.",Conference Abstract,14752875,13,,
embase,604081352,25253212,,"Comparison of NS1 antigen detection ELISA, real time RT-PCR and virus isolation for rapid diagnosis of dengue infection in acute phase",2014,Journal of vector borne diseases,"Ahmed, N.H.; Broor, S.",Article,09729062,51,3,
embase,373743567,24904061,10.1074/jbc.M114.584466,Substitution of NS5 N-terminal domain of dengue virus type 2 RNA with type 4 domain caused impaired replication and emergence of adaptive mutants with enhanced fitness,2014,Journal of Biological Chemistry,"Teramoto, T.; Boonyasuppayakorn, S.; Handley, M.; Choi, K.H.; Padmanabhan, R.",Article,1083351X,289,32,
embase,373700992,25102066,10.1371/journal.pone.0103815,Performance of Simplexa Dengue molecular assay compared to conventional and SYBR Green RT-PCR for detection of dengue infection in Indonesia,2014,PLoS ONE,"Sasmono, R.T.; Aryati, A.; Wardhani, P.; Yohan, B.; Trimarsanto, H.; Fahri, S.; Setianingsih, T.Y.; Meutiawati, F.",Article,19326203,9,8,e103815
embase,622516382,,10.1002/14651858.CD011155,NS1 antigen detecting assays for diagnosing acute dengue infection in people living in or returning from endemic countries,2014,Cochrane Database of Systematic Reviews,"Casenghi, M.; Kosack, C.; Li, R.; Bastard, M.; Ford, N.",Article,1469493X,2014,6,CD011155
embase,71501282,,10.1111/vox.12155,Amotosalen and ultraviolet a illumination inactivation of dengue virus in plasma,2014,Vox Sanguinis,"Musso, D.; Richard, V.; Broult, J.; Cao-Lormeau, V.M.",Conference Abstract,00429007,107,,
embase,372991080,24779373,10.1186/1756-3305-7-205,Apropos: 'Preliminary evaluation on the efficiency of the kit Platelia Dengue NS1 Ag-ELISA to detect dengue virus in dried Aedes aegypti: A potential tool to improve dengue surveillance,2014,Parasites and Vectors,"Arya, S.C.; Agarwal, N.",Article,17563305,7,1,205
embase,372981390,24728377,10.1371/journal.pone.0094655,A meta-analysis of the diagnostic accuracy of two commercial NS1 antigen ELISA tests for early dengue virus detection,2014,PLoS ONE,"Da Costa, V.G.; Marques-Silva, A.C.; Moreli, M.L.",Article,19326203,9,4,e94655
embase,NCT02107677,,,Determination of Estimated Specificity of DENV Detect NS1 ELISAs,2014,clinicaltrials.gov,,Clinical Trial,,,,
embase,372952126,24690324,10.1186/1756-3305-7-155,Preliminary evaluation on the efficiency of the kit Platelia Dengue NS1 Ag-ELISA to detect dengue virus in dried Aedes aegypti: A potential tool to improve dengue surveillance,2014,Parasites and Vectors,"Sylvestre, G.; Gandini, M.; De Araújo, J.M.; Kubelka, C.F.; Lourenço-De-Oliveira, R.; MacIel-De-Freitas, R.",Article,17563305,7,1,155
embase,71634682,,10.1016/j.ijid.2014.03.1348,Performance and cost-effectiveness of immunochromatography based rapid diagnostic test (RDT) kits in diagnosis of dengue infection in resource limited set up,2014,International Journal of Infectious Diseases,"Mitra, S.; Choudhari, R.; Nori, H.; Prabhakar, A.P.; Abraham, O.; Jeyaseelan, V.; Abraham, A.M.; Jude, J.A.; Muliyil, J.",Conference Abstract,12019712,21,,
embase,372838736,24646519,10.1371/journal.pone.0090037,Diagnosing dengue at the point-of-care: Utility of a rapid combined diagnostic kit in Singapore,2014,PLoS ONE,"Gan, V.C.; Tan, L.-K.; Lye, D.C.; Pok, K.-Y.; Mok, S.-Q.; Chua, R.C.-R.; Leo, Y.-S.; Ng, L.-C.",Article,19326203,9,3,e90037
embase,372836602,24643062,10.1371/journal.pone.0090704,Caveolin-1 in lipid rafts interacts with dengue virus NS3 during polyprotein processing and replication in HMEC-1 cells,2014,PLoS ONE,"Cordero, J.G.; Juárez, M.L.; González-Y-Merchand, J.A.; Barrón, L.C.; Castañeda, B.G.",Article,19326203,9,3,e90704
embase,372479430,,,Association DENV1 and DENV2 infection with high serum levels of soluble thrombomodulin and VEGF in patients with dengue fever and dengue hemorrhagic fever,2014,International Journal of Clinical and Experimental Medicine,"del Moral-Hernández, O.; Martínez-Hernández, N.E.; Mosso-Pani, M.A.; Hernández-Sotelo, D.; Illades-Aguiar, B.; Flores-Alfaro, E.; Antonio-Vejar, V.; Leyva-Vázquez, M.A.",Article,19405901,7,2,
embase,NCT02059122,,,Determination of Estimated Sensitivity for Dengue NS1 ELISAs,2014,clinicaltrials.gov,,Clinical Trial,,,,
embase,370234202,24161816,10.1016/j.jviromet.2013.10.019,Comparison of a commercial dengue IgM capture ELISA with dengue antigen focus reduction microneutralization test and the centers for disease control dengue IgM capture-ELISA,2014,Journal of Virological Methods,"Welch, R.J.; Chang, G.J.J.; Litwin, C.M.",Article,01660934,195,,
