sources,pmid,doi,pui,ut,pii,title,year,journal
pubmed,28148797,10.1128/jvi.02133-16,,,,Patterns of Cellular Immunity Associated with Experimental Infection with rDEN2Δ30 (Tonga/74) Support Its Suitability as a Human Dengue Virus Challenge Strain.,2017,J Virol
embase|pubmed,28094237,10.1016/j.ebiom.2017.01.008,614111851,,,A Multiplex Microsphere Immunoassay for Zika Virus Diagnosis.,2017,EBioMedicine
embase|pubmed,28052760,10.1186/s12879-016-2128-4,613947475,,,Evaluation of the importance of fever with respect to dengue prognosis according to the 2009 WHO classification: a retrospective study.,2017,BMC Infect Dis
embase|pubmed,28042883,10.1002/jmv.24764,614601433,,,Utility of dengue NS1 antigen rapid diagnostic test for use in difficult to reach areas and its comparison with dengue NS1 ELISA and qRT-PCR.,2017,J Med Virol
embase|pubmed,28006649,10.2807/1560-7917.es.2016.21.50.30426,613891485,,,"Serodiagnosis of Zika virus (ZIKV) infections by a novel NS1-based ELISA devoid of cross-reactivity with dengue virus antibodies: a multicohort study of assay performance, 2015 to 2016.",2016,Euro Surveill
embase|pubmed,27955870,10.1016/j.diagmicrobio.2016.09.020,613961106,,,Evaluation of a pan-serotype point-of-care rapid diagnostic assay for accurate detection of acute dengue infection.,2017,Diagn Microbiol Infect Dis
embase|pubmed,27955749,10.1016/j.apjtm.2016.10.007,613775551,,,NS1 antigen: A new beam of light in the early diagnosis of dengue infection.,2016,Asian Pac J Trop Med
embase|pubmed,27894268,10.1186/s12879-016-2053-6,613418873,,,Differentiating secondary from primary dengue using IgG to IgM ratio in early dengue: an observational hospital based clinico-serological study from North India.,2016,BMC Infect Dis
embase|pubmed,27834337,10.4103/0971-5916.193300,613166431,,,A novel indirect ELISA for diagnosis of dengue fever.,2016,Indian J Med Res
embase|pubmed,27347853,10.3201/eid2209.160725,612290823,,,Specificity of Dengue NS1 Antigen in Differential Diagnosis of Dengue and Zika Virus Infection.,2016,Emerg Infect Dis
embase|pubmed,27278716,10.1038/srep27663,621883496,,,The Use of NS1 Rapid Diagnostic Test and qRT-PCR to Complement IgM ELISA for Improved Dengue Diagnosis from Single Specimen.,2016,Sci Rep
embase|pubmed,27225409,10.1128/jcm.00521-16,611412440,,,Use of a Rapid Test for Diagnosis of Dengue during Suspected Dengue Outbreaks in Resource-Limited Regions.,2016,J Clin Microbiol
embase|pubmed,27190798,10.7860/jcdr/2016/15758.7562,609700097,,,Evaluation of NS1 Antigen Detection for Early Diagnosis of Dengue in a Tertiary Hospital in Southern India.,2016,J Clin Diagn Res
embase|pubmed,27185768,10.4269/ajtmh.15-0492,611570615,,,"Evaluation of Commercially Available Assays for Diagnosis of Acute Dengue in Schoolchildren During an Epidemic Period in Medellin, Colombia.",2016,Am J Trop Med Hyg
embase|pubmed,27184801,10.1186/s12879-016-1551-x,610362998,,,"Evaluation of the performances of six commercial kits designed for dengue NS1 and anti-dengue IgM, IgG and IgA detection in urine and saliva clinical specimens.",2016,BMC Infect Dis
embase|pubmed,27142330,10.1016/j.vaccine.2016.04.070,610229775,,,Introducing dengue vaccine: Implications for diagnosis in dengue vaccinated subjects.,2016,Vaccine
embase|pubmed,27102820,10.1016/j.vaccine.2016.04.028,610050100,,,Detection of dengue cases by serological testing in a dengue vaccine efficacy trial: Utility for efficacy evaluation and impact of future vaccine introduction.,2016,Vaccine
embase|pubmed,27086157,10.1016/j.apjtm.2016.03.010,609610786,,,"Dengue outbreak in Swat and Mansehra, Pakistan 2013: An epidemiological and diagnostic perspective.",2016,Asian Pac J Trop Med
embase|pubmed,27067800,10.1093/jme/tjw034,617578450,,,"Vector Surveillance for Dengue Virus Detection in the Archipelago of Fernando de Noronha, Brazil.",2016,J Med Entomol
embase|pubmed,27004576,,609171734,,,Comparative evaluation of validity and cost-benefit analysis of rapid diagnostic test (RDT) kits in diagnosis of dengue infection using composite reference criteria: A cross-sectional study from south India.,2016,J Vector Borne Dis
embase|pubmed,26991505,10.1002/jmv.24529,611516059,,,"Changing pattern of dengue virus serotypes circulating during 2008-2012 and reappearance of dengue serotype 3 may cause outbreak in Kolkata, India.",2016,J Med Virol
embase|pubmed,26984143,10.1093/infdis/jiw103,612012351,,,Performance of Dengue Diagnostic Tests in a Single-Specimen Diagnostic Algorithm.,2016,J Infect Dis
embase|pubmed,26941578,10.7150/ijms.13680,608551125,,,Macrophage Activation Syndrome-Associated Markers in Severe Dengue.,2016,Int J Med Sci
embase|pubmed,26927901,10.1371/journal.pntd.0004477,608697926,,,"Laboratory-Enhanced Dengue Sentinel Surveillance in Colombo District, Sri Lanka: 2012-2014.",2016,PLoS Negl Trop Dis
embase|pubmed,26867379,,611484854,,,EVALUATION OF A COMMERCIAL RAPID TEST KIT FOR DETECTION OF ACUTE DENGUE INFECTION.,2015,Southeast Asian J Trop Med Public Health
embase|pubmed,26822788,10.1186/s12879-016-1368-7,607946635,,,Accuracy of clinical criteria and an immunochromatographic strip test for dengue diagnosis in a DENV-4 epidemic.,2016,BMC Infect Dis
embase|pubmed,26709822,10.1371/journal.pntd.0004255,607461903,,,Cissampelos pareira Linn: Natural Source of Potent Antiviral Activity against All Four Dengue Virus Serotypes.,2015,PLoS Negl Trop Dis
embase|pubmed,26669014,,607636453,,,"Status of circulating immune complexes, IL8 titers and cryoglobulins in patients with dengue infection.",2015,Indian J Exp Biol
embase|pubmed,26610481,10.3390/ijms161126069,607020234,,,Establishment and Comparison of Two Different Diagnostic Platforms for Detection of DENV1 NS1 Protein.,2015,Int J Mol Sci
embase|pubmed,26599483,10.1016/j.bios.2015.11.030,608647181,,,Detection of dengue NS1 antigen using long-range surface plasmon waveguides.,2016,Biosens Bioelectron
embase|pubmed,26591143,,607542605,,,Catching Dengue Early: Clinical Features and Laboratory Markers of Dengue Virus Infection.,2015,J Assoc Physicians India
embase|pubmed,26499030,,610687644,,,The Dilemma of Reactive NS1 Antigen test in Dengue Fever.,2015,Indian Pediatr
embase|pubmed,26406240,10.1371/journal.pntd.0004100,606211305,,,Value of Routine Dengue Diagnostic Tests in Urine and Saliva Specimens.,2015,PLoS Negl Trop Dis
embase|pubmed,26293345,10.1186/s12879-015-1088-4,605664164,,,Evaluation of the diagnostic accuracy of nonstructural protein 1 Ag-based tests for dengue virus in Asian population: a meta-analysis.,2015,BMC Infect Dis
embase|pubmed,26260863,10.1016/j.jmii.2015.05.008,605554206,,,Improving dengue viral antigens detection in dengue patient serum specimens using a low pH glycine buffer treatment.,2017,J Microbiol Immunol Infect
embase|pubmed,26193930,10.1186/s12879-015-1022-9,605231739,,,Immunoglobulin G (IgG) to IgM ratio in secondary adult dengue infection using samples from early days of symptoms onset.,2015,BMC Infect Dis
embase|pubmed,26173484,10.1186/s12929-015-0164-9,605183096,,,"The performance of the SD BIOLINE Dengue DUO® rapid immunochromatographic test kit for the detection of NS1 antigen, IgM and IgG antibodies during a dengue type 1 epidemic in Jamaica.",2015,J Biomed Sci
embase|pubmed,26119545,,605121141,,,Comparison of E and NS1 antigens capture ELISA to detect dengue viral antigens from mosquitoes.,2015,J Vector Borne Dis
embase|pubmed,26118588,10.1002/jmv.24314,605233823,,,"Clinical evaluation of dengue RNA, NS1, and IgM for diagnosis of dengue in Southern China.",2016,J Med Virol
embase|pubmed,26070890,10.1016/j.jviromet.2015.06.003,605285738,,,Development and characterization of mouse monoclonal antibodies against monomeric dengue virus non-structural glycoprotein 1 (NS1).,2015,J Virol Methods
embase|pubmed,25597820,10.1038/srep07865,615317051,,,Electrical detection of dengue biomarker using egg yolk immunoglobulin as the biological recognition element.,2015,Sci Rep
embase|pubmed,25588659,10.1128/jcm.03042-14,603213042,,,Multicountry prospective clinical evaluation of two enzyme-linked immunosorbent assays and two rapid diagnostic tests for diagnosing dengue fever.,2015,J Clin Microbiol
embase|pubmed,25502522,10.1128/jcm.02735-14,601779096,,,Nonstructural protein 1-specific immunoglobulin M and G antibody capture enzyme-linked immunosorbent assays in diagnosis of flaviviral infections in humans.,2015,J Clin Microbiol
pubmed,25492656,10.5578/mb.8301,,,,"[Flavivirus seroepidemiology in blood donors in Mersin province, Turkey].",2014,Mikrobiyol Bul
embase|pubmed,25455901,10.1016/j.jviromet.2014.10.005,600311273,,,"Rapid detection and differentiation of dengue virus serotypes by NS1 specific reverse transcription loop-mediated isothermal amplification (RT-LAMP) assay in patients presenting to a tertiary care hospital in Hyderabad, India.",2015,J Virol Methods
embase|pubmed,25412170,10.1371/journal.pone.0113411,600550183,,,Evaluation of dengue NS1 antigen rapid tests and ELISA kits using clinical samples.,2014,PLoS One
embase|pubmed,25366086,10.1186/s12879-014-0570-8,601324216,,,Dengue NS1 antigen as a marker of severe clinical disease.,2014,BMC Infect Dis
embase|pubmed,25330157,10.1371/journal.pntd.0003171,601112936,,,Evaluation of commercially available diagnostic tests for the detection of dengue virus NS1 antigen and anti-dengue virus IgM antibody.,2014,PLoS Negl Trop Dis
embase|pubmed,25303282,10.1371/journal.pone.0108623,600125311,,,Development of a double antibody sandwich ELISA for West Nile virus detection using monoclonal antibodies against non-structural protein 1.,2014,PLoS One
embase|pubmed,25302194,10.7860/jcdr/2014/8589.4697,373797737,,,"NS1 Antigen Capture ELISA an Effective Method for Diagnosis of Early Dengue Infection - Report of an Outbreak at Angul District, Odisha, India.",2014,J Clin Diagn Res
embase|pubmed,25275493,10.1371/journal.pntd.0003193,601112978,,,Evaluation of a dengue NS1 antigen detection assay sensitivity and specificity for the diagnosis of acute dengue virus infection.,2014,PLoS Negl Trop Dis
embase|pubmed,25268134,10.1371/journal.pone.0108445,600079904,,,"Characteristics of a dengue outbreak in a remote pacific island chain--Republic of The Marshall Islands, 2011-2012.",2014,PLoS One
embase|pubmed,25253212,,604081352,,,"Comparison of NS1 antigen detection ELISA, real time RT-PCR and virus isolation for rapid diagnosis of dengue infection in acute phase.",2014,J Vector Borne Dis
embase|pubmed,25242312,10.1016/j.jcv.2014.08.021,600354548,,,Approach to non-invasive sampling in dengue diagnostics: exploring virus and NS1 antigen detection in saliva and urine of travelers with dengue.,2014,J Clin Virol
embase|pubmed,25229228,10.1590/s0036-46652014000500014,600050187,,,"False-negative dengue cases in Roraima, Brazil: an approach regarding the high number of negative results by NS1 ag kits.",2014,Rev Inst Med Trop Sao Paulo
embase|pubmed,25191051,10.4103/0974-777x.138504,373783989,,,Clinical applicability of various dengue diagnostic tests in resource-limited endemic settings.,2014,J Glob Infect Dis
embase|pubmed,25102066,10.1371/journal.pone.0103815,373700992,,,Performance of Simplexa dengue molecular assay compared to conventional and SYBR green RT-PCR for detection of dengue infection in Indonesia.,2014,PLoS One
embase|pubmed,24984164,10.1016/j.ijid.2014.02.002,373580302,,,NS1-based tests with diagnostic utility for confirming dengue infection: a meta-analysis.,2014,Int J Infect Dis
embase|pubmed,24779373,10.1186/1756-3305-7-205,372991080,,,Apropos: 'Preliminary evaluation on the efficiency of the kit Platelia Dengue NS1 Ag-ELISA to detect dengue virus in dried Aedes aegypti: a potential tool to improve dengue surveillance'.,2014,Parasit Vectors
pubmed,24751715,10.1371/journal.pone.0095263,,,,Development of VHH antibodies against dengue virus type 2 NS1 and comparison with monoclonal antibodies for use in immunological diagnosis.,2014,PLoS One
embase|pubmed,24747585,10.1016/j.jviromet.2014.02.031,373033763,,,A simple heat dissociation method increases significantly the ELISA detection sensitivity of the nonstructural-1 glycoprotein in patients infected with DENV type-4.,2014,J Virol Methods
embase|pubmed,24739838,10.4103/0377-4929.130905,372951897,,,Early dengue diagnosis by nonstructural protein 1 antigen detection: rapid immunochromotography versus two the enzyme-linked immunosorbent assay kits.,2014,Indian J Pathol Microbiol
embase|pubmed,24732134,10.1016/j.jim.2014.03.028,53109851,,,Dengue NS1 and prM antibodies increase the sensitivity of acute dengue diagnosis test and differentiate from Japanese encephalitis infection.,2014,J Immunol Methods
embase|pubmed,24728377,10.1371/journal.pone.0094655,372981390,,,A meta-analysis of the diagnostic accuracy of two commercial NS1 antigen ELISA tests for early dengue virus detection.,2014,PLoS One
embase|pubmed,24690324,10.1186/1756-3305-7-155,372952126,,,Preliminary evaluation on the efficiency of the kit Platelia Dengue NS1 Ag-ELISA to detect dengue virus in dried Aedes aegypti: a potential tool to improve dengue surveillance.,2014,Parasit Vectors
embase|pubmed,24657172,10.1016/j.diagmicrobio.2014.02.001,53062161,,,Detection of the dengue virus NS1 antigen using an enzyme immunoassay.,2014,Diagn Microbiol Infect Dis
embase|pubmed,24646519,10.1371/journal.pone.0090037,372838736,,,Diagnosing dengue at the point-of-care: utility of a rapid combined diagnostic kit in Singapore.,2014,PLoS One
embase|pubmed,24639854,10.12669/pjms.301.4173,605587618,,,Evaluation of efficacy of various immunochromatographic rapid tests for dengue diagnosis.,2014,Pak J Med Sci
embase|pubmed,24571329,10.1186/1471-2334-13-611,52938485,,,Performance of commercial dengue NS1 ELISA and molecular analysis of NS1 gene of dengue viruses obtained during surveillance in Indonesia.,2013,BMC Infect Dis
embase|pubmed,24390973,10.1002/jmv.23879,52949429,,,NS1 antigen testing for the diagnosis of dengue in returned Israeli travelers.,2014,J Med Virol
embase|pubmed,24386498,10.1371/journal.pntd.0002580,372170402,,,Detection of serotype-specific antibodies to the four dengue viruses using an immune complex binding (ICB) ELISA.,2013,PLoS Negl Trop Dis
embase|pubmed,26852684,10.3390/diagnostics4040165,600788608,,,Screen Printed Carbon Electrode Based Electrochemical Immunosensor for the Detection of Dengue NS1 Antigen.,2014,Diagnostics (Basel)
embase|pubmed,24260501,10.1371/journal.pone.0080891,372407374,,,The diagnostic and prognostic value of dengue non-structural 1 antigen detection in a hyper-endemic region in Indonesia.,2013,PLoS One
embase|pubmed,24238889,10.1016/j.jcv.2013.10.021,52861509,,,Dengue-4 false negative results by Panbio® Dengue Early ELISA assay in Brazil.,2013,J Clin Virol
embase|pubmed,24161816,10.1016/j.jviromet.2013.10.019,370234202,,,Comparison of a commercial dengue IgM capture ELISA with dengue antigen focus reduction microneutralization test and the Centers for Disease Control dengue IgM capture-ELISA.,2014,J Virol Methods
embase|pubmed,24116697,,372802732,,,[Dengue fever cases in Czech workers returning from the Maldives].,2013,Epidemiol Mikrobiol Imunol
embase|pubmed,23871166,10.1016/j.jcv.2013.06.015,52684248,,,"Evaluation of laboratory tests for dengue diagnosis in clinical specimens from consecutive patients with suspected dengue in Belo Horizonte, Brazil.",2013,J Clin Virol
embase|pubmed,23843297,10.1002/adhm.201300150,372297410,,,Cellulose-based diagnostic devices for diagnosing serotype-2 dengue fever in human serum.,2014,Adv Healthc Mater
embase|pubmed,23781709,,368774150,,,Analysis of real time PCR amplification efficiencies from three genomic region of dengue virus.,2013,Invest Clin
embase|pubmed,23760532,10.1007/s00253-013-5021-8,52627467,,,Evaluation and analysis of dengue virus enhancing and neutralizing activities using simple high-throughput assays.,2013,Appl Microbiol Biotechnol
embase|pubmed,23725365,10.1186/1471-2334-13-254,52616915,,,Prevalence and incidence of dengue virus and antibody placental transfer during late pregnancy in central Brazil.,2013,BMC Infect Dis
embase|pubmed,23717529,10.1371/journal.pone.0064056,368982448,,,Underreporting of Dengue-4 in Brazil due to low sensitivity of the NS1 Ag test in routine control programs.,2013,PLoS One
embase|pubmed,23691632,,368935756,,,Use of dried blood blotted on filter paper to detect dengue IgM antibody and dengue NS1 antigen.,2013,Southeast Asian J Trop Med Public Health
embase|pubmed,23577865,10.1111/jtm.12018,52485092,,,Detection of dengue virus nonstructural protein 1 (NS1) by using ELISA as a useful laboratory diagnostic method for dengue virus infection of international travelers.,2013,J Travel Med
embase|pubmed,23530846,10.1517/17530059.2012.718759,366338700,,,New development in the diagnosis of dengue infections.,2013,Expert Opin Med Diagn
embase|pubmed,23444623,,364260594,,,[Evaluation of the SD Dengue Duo diagnosis system for detection of NS1 protein and IgM and IgG dengue antibodies].,2012,Rev Cubana Med Trop
embase|pubmed,23375045,10.1016/s1995-7645(13)60035-8,368249260,,,"Evaluation of NS1Ag and IgM antibodies against dengue, importance for epidemiological surveillance.",2013,Asian Pac J Trop Med
embase|pubmed,23349667,10.1371/journal.pone.0050765,368151004,,,Estimating the true accuracy of diagnostic tests for dengue infection using bayesian latent class models.,2013,PLoS One
embase|pubmed,25586260,10.3390/bios3030297,369814725,,,"Comparison of surface plasmon resonance, resonant waveguide grating biosensing and enzyme linked immunosorbent assay (ELISA) in the evaluation of a dengue virus immunoassay.",2013,Biosensors (Basel)
embase|pubmed,23270684,10.1016/j.molimm.2012.11.007,368006949,,,Preliminary evaluation of DNA vaccine candidates encoding dengue-2 prM/E and NS1: their immunity and protective efficacy in mice.,2013,Mol Immunol
embase|pubmed,23258983,10.1155/2012/956875,368017409,,,"Expression, purification, and evaluation of diagnostic potential and immunogenicity of a recombinant NS3 protein from all serotypes of dengue virus.",2012,J Trop Med
embase|pubmed,23081772,10.1007/s00253-012-4419-z,52264823,,,Identification of B cell epitopes of dengue virus 2 NS3 protein by monoclonal antibody.,2013,Appl Microbiol Biotechnol
embase|pubmed,23041057,10.1016/j.jmii.2012.07.011,52242198,,,Laboratory diagnostics of dengue fever: an emphasis on the role of commercial dengue virus nonstructural protein 1 antigen rapid test.,2013,J Microbiol Immunol Infect
embase|pubmed,22981010,10.1016/j.bios.2012.08.005,366409761,,,Immunospot assay based on fluorescent nanoparticles for Dengue fever detection.,2013,Biosens Bioelectron
embase|pubmed,22826488,10.4269/ajtmh.2012.12-0043,365598002,,,Comparison of performance of serum and plasma in panbio dengue and Japanese encephalitis virus enzyme-linked immunosorbent assays.,2012,Am J Trop Med Hyg
embase|pubmed,22546090,10.1186/1756-0500-5-208,366386933,,,"Epitope reactions can be gauged by relative antibody discriminating specificity (RADS) values supported by deletion, substitution and cysteine bridge formation analyses: potential uses in pathogenesis studies.",2012,BMC Res Notes
embase|pubmed,22441389,10.1128/cvi.05717-11,364702005,,,Comparison of seven commercial antigen and antibody enzyme-linked immunosorbent assays for detection of acute dengue infection.,2012,Clin Vaccine Immunol
embase|pubmed,22419801,10.1128/jvi.07081-11,364858107,,,The magnitude of dengue virus NS1 protein secretion is strain dependent and does not correlate with severe pathologies in the mouse infection model.,2012,J Virol
embase|pubmed,33065885,10.1684/vir.2012.0433,364382240,,,Diagnostic biologique de la dengue.,2012,Virologie (Montrouge)
embase|pubmed,22183454,10.1590/s0036-46652011000600003,363132686,,,"Evaluation of dengue NS1 antigen detection for diagnosis in public health laboratories, São Paulo State, 2009.",2011,Rev Inst Med Trop Sao Paulo
embase|pubmed,22084954,10.1111/j.1469-0691.2011.03694.x,51721607,,,Evaluation and use of NS1 IgM antibody detection for acute dengue virus diagnosis: report from an outbreak investigation.,2012,Clin Microbiol Infect
embase|pubmed,22040846,10.1016/j.jviromet.2011.10.006,51719949,,,Monoclonal antibodies against dengue NS2B and NS3 proteins for the study of protein interactions in the flaviviral replication complex.,2012,J Virol Methods
embase|pubmed,22012979,10.1128/cvi.05285-11,363085033,,,Evaluation of six commercial point-of-care tests for diagnosis of acute dengue infections: the need for combining NS1 antigen and IgM/IgG antibody detection to achieve acceptable levels of accuracy.,2011,Clin Vaccine Immunol
embase|pubmed,21996098,10.1016/j.diagmicrobio.2011.08.020,51660957,,,Dengue nonstructural protein 1 antigen in the urine as a rapid and convenient diagnostic test during the febrile stage in patients with dengue infection.,2011,Diagn Microbiol Infect Dis
embase|pubmed,21887054,10.4103/0974-777x.83528,362379546,,,Development of ASSURE Dengue IgA Rapid Test for the Detection of Anti-dengue IgA from Dengue Infected Patients.,2011,J Glob Infect Dis
embase|pubmed,21874746,,362172890,,,A comparative evaluation of dengue diagnostic tests based on single-acute serum samples for laboratory confirmation of acute dengue.,2011,Malays J Pathol
embase|pubmed,21824813,10.1016/j.jcv.2011.07.009,51561549,,,Dengue virus isolation relying on antibody-dependent enhancement mechanism using FcγR-expressing BHK cells and a monoclonal antibody with infection-enhancing capacity.,2011,J Clin Virol
embase|pubmed,21811645,10.1371/journal.pntd.0001244,362246865,,,Clinical and virological factors influencing the performance of a NS1 antigen-capture assay and potential use as a marker of dengue disease severity.,2011,PLoS Negl Trop Dis
embase|pubmed,21798288,10.1016/j.jviromet.2011.07.003,51557924,,,Detection of the dengue non-structural 1 antigen in cerebral spinal fluid samples using a commercially available enzyme-linked immunosorbent assay.,2011,J Virol Methods
embase|pubmed,21788702,10.7883/yoken.64.284,362255214,,,Nonstructural protein 1 antibody-based epitope-blocking enzyme-linked immunosorbent assay to differentiate Japanese encephalitis virus from dengue virus infections in humans.,2011,Jpn J Infect Dis
embase|pubmed,21722533,,362914235,,,[Production and characterization of the monoclonal antibodies against nonstructural 1 protein of DENV-4].,2011,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi
embase|pubmed,21713023,10.1371/journal.pntd.0001199,362058195,,,The diagnostic sensitivity of dengue rapid test assays is significantly enhanced by using a combined antigen and antibody testing approach.,2011,PLoS Negl Trop Dis
embase|pubmed,21710849,,362316290,,,Detection of dengue infection by combining the use of an NS1 antigen based assay with antibody detection.,2011,Southeast Asian J Trop Med Public Health
embase|pubmed,21706935,,362260687,,,"Evaluation of rapid immunochromatographic NS1 test, anti-dengue IgM test, semi-nested PCR and IgM ELISA for detection of dengue virus.",2011,Southeast Asian J Trop Med Public Health
embase|pubmed,21706934,,362260686,,,Use of dengue NS1 antigen for early diagnosis of dengue virus infection.,2011,Southeast Asian J Trop Med Public Health
embase|pubmed,21572520,10.1371/journal.pntd.0001147,361887740,,,A new approach to dengue fatal cases diagnosis: NS1 antigen capture in tissues.,2011,PLoS Negl Trop Dis
pubmed,21569796,10.1016/j.jviromet.2011.04.029,,,,Polyclonal antibodies against properly folded Dengue virus NS1 protein expressed in E. coli enable sensitive and early dengue diagnosis.,2011,J Virol Methods
embase|pubmed,21525305,10.1128/cvi.00024-11,361885676,,,Comparison of two generations of the Panbio dengue NS1 capture enzyme-linked immunosorbent assay.,2011,Clin Vaccine Immunol
embase|pubmed,21508167,10.1128/cvi.00040-11,361885674,,,Serological evaluation of suspected West Nile virus human cases following its introduction during a dengue outbreak in Puerto Rico in 2007.,2011,Clin Vaccine Immunol
embase|pubmed,21304196,10.4103/0255-0857.76525,361324349,,,Evaluation of a commercial Dengue NS1 enzyme-linked immunosorbent assay for early diagnosis of dengue infection.,2011,Indian J Med Microbiol
embase|pubmed,21284891,10.1186/1743-422x-8-47,51262806,,,"Kinetics of non-structural protein 1, IgM and IgG antibodies in dengue type 1 primary infection.",2011,Virol J
embase|pubmed,21277249,10.1016/j.jcv.2011.01.001,51251221,,,The development of a novel serotyping-NS1-ELISA to identify serotypes of dengue virus.,2011,J Clin Virol
embase|pubmed,21251561,10.1016/j.diagmicrobio.2010.09.021,361114322,,,Prospective evaluation of nonstructural 1 enzyme-linked immunosorbent assay and rapid immunochromatographic tests to detect dengue virus in patients with acute febrile illness.,2011,Diagn Microbiol Infect Dis
embase|pubmed,21228146,10.1128/cvi.00462-10,361426229,,,Full serotype- and group-specific NS1 capture enzyme-linked immunosorbent assay for rapid differential diagnosis of dengue virus infection.,2011,Clin Vaccine Immunol
embase|pubmed,21134275,10.1186/1743-422x-7-361,51184585,,,Comparison of the diagnostic accuracy of commercial NS1-based diagnostic tests for early dengue infection.,2010,Virol J
embase|pubmed,21063991,,359487294,,,"[Investigation of dengue virus and yellow fever virus seropositivities in blood donors from Central/Northern Anatolia, Turkey].",2010,Mikrobiyol Bul
pubmed,21035827,10.1016/j.trstmh.2010.09.007,,,,A prospective evaluation of diagnostic methodologies for the acute diagnosis of dengue virus infection on the Thailand-Myanmar border.,2011,Trans R Soc Trop Med Hyg
embase|pubmed,20958892,10.1111/j.1365-3156.2010.02641.x,360167410,,,Predictive diagnostic value of the tourniquet test for the diagnosis of dengue infection in adults.,2011,Trop Med Int Health
embase|pubmed,20884152,10.1016/j.diagmicrobio.2010.07.007,360018958,,,Evaluation of ASSURE® Dengue IgA Rapid Test using dengue-positive and dengue-negative samples.,2010,Diagn Microbiol Infect Dis
embase|pubmed,20824173,10.1371/journal.pntd.0000811,359899858,,,Multi-country evaluation of the sensitivity and specificity of two commercially-available NS1 ELISA assays for dengue diagnosis.,2010,PLoS Negl Trop Dis
embase|pubmed,20810840,10.4269/ajtmh.2010.10-0117,362140178,,,"Early diagnosis of Dengue infection using a commercial Dengue Duo rapid test kit for the detection of NS1, IGM, and IGG.",2010,Am J Trop Med Hyg
embase|pubmed,20727470,10.1016/j.diagmicrobio.2010.04.004,359380079,,,NS1 antigen as an early diagnostic marker in dengue: report from India.,2010,Diagn Microbiol Infect Dis
embase|pubmed,20625558,10.1371/journal.pntd.0000738,359899923,,,Comparison of three commercially available dengue NS1 antigen capture assays for acute diagnosis of dengue in Brazil.,2010,PLoS Negl Trop Dis
embase|pubmed,20578057,10.1002/jmv.21814,359519026,,,Clinical evaluation of the NS1 antigen-capture ELISA for early diagnosis of dengue virus infection in Brazil.,2010,J Med Virol
embase|pubmed,20573879,10.1128/jcm.02142-09,359327601,,,Evaluation of a commercial SD dengue virus NS1 antigen capture enzyme-linked immunosorbent assay kit for early diagnosis of dengue virus infection.,2010,J Clin Microbiol
embase|pubmed,20496327,,359454288,,,Dengue antibodies in Polish travellers returning from the tropics. Evaluation of serological tests.,2010,Int Marit Health
embase|pubmed,20426686,10.1089/vbz.2008.0176,360131027,,,Evaluation of nonstructural 1 antigen assays for the diagnosis and surveillance of dengue in Singapore.,2010,Vector Borne Zoonotic Dis
embase|pubmed,20410325,10.1128/cvi.00041-10,358950972,,,Utility of a commercial nonstructural protein 1 antigen capture kit as a dengue virus diagnostic tool.,2010,Clin Vaccine Immunol
embase|pubmed,20404453,10.4103/0255-0857.62484,358741224,,,Dengue NS1 antigen detection: a useful tool in early diagnosis of dengue virus infection.,2010,Indian J Med Microbiol
pubmed,20156198,10.1042/bj20100074,,,,Isolation and characterization of selective and potent human Fab inhibitors directed to the active-site region of the two-component NS2B-NS3 proteinase of West Nile virus.,2010,Biochem J
embase|pubmed,20021846,,355896836,,,[To evaluate the neutralizing abilities of anti-dengue virus antibodies with nonstructural protein 1 antigen capture enzyme-linked immunosorbent assay].,2009,Zhonghua Yu Fang Yi Xue Za Zhi
embase|pubmed,19963435,10.1016/j.jcv.2009.11.001,50726182,,,"Early diagnosis of dengue in travelers: comparison of a novel real-time RT-PCR, NS1 antigen detection and serology.",2010,J Clin Virol
embase|pubmed,19733994,10.1016/j.diagmicrobio.2009.07.022,50632458,,,Evaluation of dengue NS1 antigen detection tests with acute sera from patients infected with dengue virus in Venezuela.,2009,Diagn Microbiol Infect Dis
embase|pubmed,19232866,10.1016/j.diagmicrobio.2008.12.009,50427584,,,Detection of dengue nonstructural 1 (NS1) protein in Vietnamese patients with fever.,2009,Diagn Microbiol Infect Dis
embase|pubmed,19232865,10.1016/j.diagmicrobio.2009.01.002,50427589,,,Evaluation of dengue NS1 test kits for the diagnosis of dengue fever.,2009,Diagn Microbiol Infect Dis
embase|pubmed,19232857,10.1016/j.diagmicrobio.2009.01.004,50427588,,,Evaluation of dengue nonstructural protein 1 antigen strip for the rapid diagnosis of patients with dengue infection.,2009,Diagn Microbiol Infect Dis
embase|pubmed,19156192,10.1371/journal.pntd.0000360,354579380,,,"Diagnostic accuracy of NS1 ELISA and lateral flow rapid tests for dengue sensitivity, specificity and relationship to viraemia and antibody responses.",2009,PLoS Negl Trop Dis
embase|pubmed,19022293,10.1016/j.jviromet.2008.10.016,50348703,,,Performance of a commercial rapid dengue NS1 antigen immunochromatography test with reference to dengue NS1 antigen-capture ELISA.,2009,J Virol Methods
embase|pubmed,19020106,10.1128/cvi.00212-08,354056646,,,Development of an antigen capture immunoassay based on monoclonal antibodies specific for dengue virus serotype 2 nonstructural protein 1 for early and rapid identification of dengue virus serotype 2 infections.,2009,Clin Vaccine Immunol
